content,id,tstamp,profilelink,screenname,timezone
NFL flexes Dallas Cowboys-Washington Redskins game http://t.co/Yim1aAzy,cbbbcf9395705611c3eeeffaa610a602,2012-12-24T09:51:43Z,http://a0.twimg.com/profile_images/415099904/ladainian-tomlinson_normal.jpg,Fight4EveryYard,Pacific Time (US & Canada)
@special_event32 redskins still suck,9b50b8be10460eab6c0f6f3590067bd7,2012-12-24T09:52:19Z,http://a0.twimg.com/profile_images/2687360343/b74f0ade3eb5be4f92faf9e31d0a0a61_normal.jpeg,_jpappps,Quito
RG3 leads Redskins over Eagles 27-20 (The Associated Press) PHILADELPHIA (AP) -- With one http://t.co/U4TA4HRw,77e1a37031884642b8d1bccad99516c6,2012-12-24T09:52:30Z,http://a0.twimg.com/profile_images/3000100432/4e63820c713a98befa84f7bb965154da_normal.jpeg,CowboysPage,Athens
"Correct me if I'm wrong, but #Giants can still get into playoffs if #Packers def #Vikings + #Redskins def #Cowboys? And NY wins of course.",0d4f533e658b47eefecadee60b61278e,2012-12-24T09:52:37Z,http://a0.twimg.com/profile_images/1103688472/jd_normal.jpg,jazadal,London
RG3 leads Redskins over Eagles 27-20 http://t.co/UZqXBQoV,a4a58402d1c33f85f3f38c0978255c7c,2012-12-24T09:53:16Z,http://a0.twimg.com/profile_images/2833068853/245284d72d32fffdb557f4ae5a854555_normal.jpeg,lbgood122,
RT @_2KnoMeIz2LuvMe: BREAKING NEWS - NFL - Cowboys-Redskins flexed to Sunday night game on Dec. 30; Packers-Vikings shifts to 4:25 pm ET,83e6a52e1c43d23659d9916e1302daad,2012-12-24T09:53:48Z,http://a0.twimg.com/profile_images/2992217644/28060208d1c3b2ad7eab9e1f513ee446_normal.jpeg,Tone301,Central Time (US & Canada)
"""@LBSports: Redskins fan Kevin Durant talks trash about Cowboys http://t.co/PKcXJ0bA"" another reason to love KD @TylerMF_Music",b0a3d2ff3c4f0d86a98a9fecc52a3676,2012-12-24T09:54:29Z,http://a0.twimg.com/profile_images/2125175904/mwbbbbbbbb_normal.jpg,MBran23,Arizona
RT @PGPackersNews: NFL just announced next Sunday's Packers-Vikings game has been moved to 3:25 p.m. Cowboys-Redskins is getting the pri ...,f84dcd20886cd289b90525099ab7b96a,2012-12-24T09:54:41Z,http://a0.twimg.com/profile_images/524670758/D_s_LA_Trip_Crop_normal.jpg,DarrenLohr,Central Time (US & Canada)
(Random) the Redskins are a legitimate team now we can beat you with or without a healthy RG3,5a01eefaacd6e21bffac014452d1f74f,2012-12-24T09:55:39Z,http://a0.twimg.com/profile_images/2935154021/101fc98b1f12a75d4bc603c83318b98c_normal.jpeg,_DEADLYnovember,Eastern Time (US & Canada)
YOUR Monday Morning Blog talks NFL and Toronto Raptors YwqLuyK5 CalvinJohnson #BigBen #RGIII #Cincinnati...... TUFNbJsf http://t.co/TUFNbJsf,59f3064cb1d918377a71a2f715b52948,2012-12-24T09:56:02Z,http://a0.twimg.com/profile_images/2259336793/Toronto_Raptors_Logo_normal.jpg,NBA_Raptors_,Arizona
"Old time rivalry- Cowboys vs Redskins... Heading for showdown on Sunday night, 12-30-12.",e4423e8a88933c744af2e94737494d33,2012-12-24T09:56:08Z,http://a0.twimg.com/profile_images/2594396999/image_normal.jpg,mzcaz8941,
"RT @Mani_Ova_Matter: I'm really mad as shit, I knew we couldn't beat the redskins tho",0435b355e2aeecdda515666bd6d09ade,2012-12-24T09:57:34Z,http://a0.twimg.com/profile_images/3008138105/bce5b9ca72148b9471a279eeee9d771b_normal.jpeg,_MarvinJr,Eastern Time (US & Canada)
"RG3 leads Redskins over Eagles 27-20 (The Associated Press): PHILADELPHIA (AP) -- With one more win, Robert Grif... http://t.co/xiCBC514",84f97a411805092b26f65a6c2d181162,2012-12-24T09:58:22Z,http://a0.twimg.com/profile_images/376440848/baltimoreravens_normal.gif,ravenschatroom,Quito
NFL flexes Dallas Cowboys-Washington Redskins game - http://t.co/HAxAKHKC,f05ff110f754c735c67c3344f0da32f2,2012-12-24T09:59:53Z,http://a0.twimg.com/profile_images/2484424329/l9xr7xrp7fazqwn7fb34_normal.jpeg,thegameworld1,Abu Dhabi
RG3 Leads Redskins Over Eagles 27-20 http://t.co/DJp9AwZT,2884b401a994c8c6c56755189a2cdfe4,2012-12-24T10:00:04Z,http://a0.twimg.com/profile_images/1236870871/ffootballavatar_normal.png,ffootball,Mountain Time (US & Canada)
Washington Redskins vs. Philadelphia Eagles Preview: Hail Skins (video) http://t.co/JbcQsh95,359c816c7e929c797868730b331abd3a,2012-12-24T10:01:40Z,http://a0.twimg.com/profile_images/1480301054/phi_normal.png,EaglesDaily,Eastern Time (US & Canada)
Bet the Eagles wont be tweet tweeting today lol. Hail Redskins,c6bbdca22b2cae8365cd7278848743bc,2012-12-24T10:01:56Z,http://a0.twimg.com/profile_images/2231484975/001_normal.jpg,MutantMarine,
Dallas #Cowboys given reprieve for showdown with Redskins – Fort Worth Star Telegram http://t.co/CCWLEstt,6cc4c872f89cff4d4bdec1237a717c5b,2012-12-24T10:02:02Z,http://a0.twimg.com/profile_images/1562590215/summer2011_normal.jpg,DallaSports,
Shut up RT @EaglesDaily: Washington Redskins vs. Philadelphia Eagles Preview: Hail Skins (video) http://t.co/guSZz8Uv,89e62b7db4ff4445f272373c98f42ca9,2012-12-24T10:02:45Z,http://a0.twimg.com/profile_images/2985952139/acbc997d5414f6c1616c1f8d24353b67_normal.png,BobbyInPhoenix,Central Time (US & Canada)
"NFL playoff picture: Redskins in control with win, Cowboys loss http://t.co/BLo40Nwd via @sbnation",62f623a4fd9745dd89a1a95abbf93461,2012-12-24T10:03:21Z,http://a0.twimg.com/profile_images/2690899348/c76289a2ae299c6d72ef166863774594_normal.jpeg,TriciaProctor,Eastern Time (US & Canada)
@__Hibernian__ @jamesbear19 Agreed. Just support the Redskins with me #RG3,b34f0e5bc6715c1fc5b050e89c146f7d,2012-12-24T10:04:33Z,http://a0.twimg.com/profile_images/2411690976/cc2pqljhp1ec0e3eido2_normal.jpeg,BurgessMitch,
"My start of the season picks were Atlanta Falcons, Houston Texans and Redskins, so do I still look crazy?",f277132910dbbfb187b7c3d307731a60,2012-12-24T10:04:37Z,http://a0.twimg.com/profile_images/2937118598/6699650cb4e8e79229db8922b2ce558c_normal.jpeg,MikeCorruption,London
Flyttad match och ett avgörande som kan bli än mer dramatiskt än i fjol. http://t.co/KVnICDVL #cowboys #dallascowboys #gogocowboys,0470b099b0d1fdfc2822a81e74d98681,2012-12-24T10:06:09Z,http://a0.twimg.com/profile_images/2691010031/6c4913fc9972c0adee093e33fdb079e1_normal.jpeg,victorkennmark,Stockholm
"Seeing my girl Melanie, Redskins winning, Cowboys and Giants losing, supervisors on vacation all week... I couldn't ask for a better Monday!",67300134720bc45d6b6289331bf59a60,2012-12-24T10:10:28Z,http://a0.twimg.com/profile_images/2758493292/ae2421bea591efc8722b3b8b6aff0613_normal.jpeg,kendollmike,
RT @4D_FaSho707_SRD: Redskins got a interesting playbook #Madden13,fcd15ea46583f1a284caab9a66bdfb90,2012-12-24T10:11:02Z,http://a0.twimg.com/profile_images/3003743098/3d93c246641795fdda31b0f2390f42ed_normal.jpeg,MossAllDay,Eastern Time (US & Canada)
@pianniwheels haha that tweet is saved 👍👍👍👍🚲🚲🚲 come on the redskins,91cca8266ee39344d38cd515c075b811,2012-12-24T10:11:06Z,http://a0.twimg.com/profile_images/2403962247/image_normal.jpg,Lockey28,
RG3 leads Redskins over Eagles 27-20 - Yahoo! News http://t.co/nej9sTSW,55d55ffe7d11e164cfb75964316b58b5,2012-12-24T10:11:57Z,http://a0.twimg.com/profile_images/2483257075/bmp9jzkbqmitdrhm03dw_normal.jpeg,elanakostbar,Eastern Time (US & Canada)
RT @BmitchliveCSN: #Redskins #Cowboys has been flexed to Sunday Night Football. #NBC #NFL #winnertakeall Exclusive coverage on @ESPNRadi ...,81f10d04d2727b1614483d20354122c6,2012-12-24T10:12:39Z,http://a0.twimg.com/profile_images/2205179168/profile_normal.png,YungSuaveBoy,Eastern Time (US & Canada)
RT @roserocks_: @Mortalblade Thank you!  #RockOn @millanovillano @LovePrevention @Redskins @BANDAMONIUM @kirra_spray @leannegrant_ @laug ...,7743a5fb82b8847e850ab31d58ca4e6b,2012-12-24T10:12:41Z,http://a0.twimg.com/profile_images/3004326456/bc26f2bd01706ccd6824d69e537ce7ca_normal.jpeg,Mortalblade,Wellington
Dallas Cowboys  update: Countdown Daily AccuScore: NO-DAL... http://t.co/R2Iw1yqo #NFL #football,c370b118f3062c58fac90d084bab4d1d,2012-12-24T10:12:44Z,http://a0.twimg.com/profile_images/2629577113/18f2a32d0cbd1797ffd5e10ccbf23399_normal.jpeg,NFL_TeamNews,
"RG3 leads Redskins over Eagles 27-20 (The Associated Press): PHILADELPHIA (AP) -- With one more win, Robert Grif... http://t.co/oXxQuLru",4988dbbe5fb05fe0912d7248b787c172,2012-12-24T10:12:48Z,http://a0.twimg.com/profile_images/523545685/DSC_0772w_normal.jpg,PhillySports,Eastern Time (US & Canada)
Something in sports that makes me sick: when someone is from DC area & loves the Cowboys- especially w/no connection to Dallas! #Redskins,1782b120bd94e4e060af12a5c814c69c,2012-12-24T10:13:12Z,http://a0.twimg.com/profile_images/2450196678/7A9F37DE-50CD-4E3F-AE58-960AE9A90D4C_normal,JTWinner,Eastern Time (US & Canada)
@kdaywins really lol wow! N the redskins,a238bba41ede9e4e651eb05cc4858735,2012-12-24T10:13:16Z,http://a0.twimg.com/profile_images/3014065393/6f75e6fe1e9354de58653aa80840ba2b_normal.jpeg,EZKomeEZGo,Pacific Time (US & Canada)
Eagles aint good for shit either...niggas was supposed to beat the Redskins today...fuck it...guess My Giants gonna take a year off..,ff6106f9f7c01bfb79e5c8e6ad61ade9,2012-12-24T10:14:05Z,http://a0.twimg.com/profile_images/1879695922/frazier_4_nights..._normal.jpg,MarcDoneGrown23,Quito
"@jmariedowns @espnnfl @dallascowboys @redskins #jerk!
I know really disappointing unacceptable turn of events!!!!",95cae7bdcf1d169096a3eb6456d222d9,2012-12-24T10:14:10Z,http://a0.twimg.com/profile_images/2244229814/image_normal.jpg,JiggaGstylz,
#ROYWatch Would you be shocked if the #Colts made the Super Bowl? Yes. #Redskins? Yes. #Seahawks? Not after today. #RusselWilson is your ROY,9e770732b7bd33c0a5f953b22f85a982,2012-12-24T10:14:26Z,http://a0.twimg.com/profile_images/2975959348/bd22a9af99106122de6c50ff7daf4e9d_normal.jpeg,SoWereClear,
RG3 leads Redskins over Eagles 27-20 https://t.co/QBTRqEbR,491374f8009c3540929f1cee45542462,2012-12-24T10:14:33Z,http://a0.twimg.com/profile_images/2563462970/xkcvhk79qxpc1ah50v09_normal.jpeg,rsshogsports,Eastern Time (US & Canada)
"Redskins was crushing Dallas on Thanksgiving til they let them comeback but not this time, it's OUR HOUSE. Gonna wreck y'all. Division baby!",e1aa851f581df746e70b64378bbf4b3d,2012-12-24T10:14:44Z,http://a0.twimg.com/profile_images/2986198983/e01fe1e74e460e040509af7c5508a23e_normal.png,doc_chamberlain,Eastern Time (US & Canada)
If you are one of these “NBD” (never been to Dallas) Cowboys fans your presence in FedEx Field on Sunday is not welcome! #HTTR #Redskins,9c5f03d6ec8eee9f0021484a56a7f245,2012-12-24T10:15:45Z,http://a0.twimg.com/profile_images/2450196678/7A9F37DE-50CD-4E3F-AE58-960AE9A90D4C_normal,JTWinner,Eastern Time (US & Canada)
RG3 leads Redskins over Eagles 27-20 (The Associated Press) #NFL #FantasyFootball http://t.co/PrgKSjjK,311516b60a330f24ed40cfc88168f17f,2012-12-24T10:16:38Z,http://a0.twimg.com/profile_images/1463752904/Football-01-june_normal.gif,MRfanFball,Central Time (US & Canada)
@cowboysbuzztap Disappointing all year!!!😠😡😤 #DallasCowboys #cowboynation #cowboys,81271b1e67b7c0881228bafde68caf81,2012-12-24T10:17:23Z,http://a0.twimg.com/profile_images/1735781536/image_normal.jpg,spdgtkt87,Eastern Time (US & Canada)
@cowboysbuzztap Too many excuses!!! 😠😡😤 #cowboys #cowboynation #DallasCowboys,7d1cc6c3458bd4f78407f28686f64ad3,2012-12-24T10:18:12Z,http://a0.twimg.com/profile_images/1735781536/image_normal.jpg,spdgtkt87,Eastern Time (US & Canada)
RT @dmn_cowboys: Witten sets NFL record for receptions by a tight end in a single season: ARLINGTON — With a five-yard catch at t... htt ...,37b7d3892915cf987f187dc82e6b20e2,2012-12-24T10:19:11Z,http://a0.twimg.com/profile_images/2326662386/1hj1rzpp7rppgrcfkq5r_normal.jpeg,AZ1DCFanclub,Arizona
"@Stuntin0nY0u great game man, next week boyyyy we gotta take out the redskins",37b851c48950be4763e202fe328898b3,2012-12-24T10:19:40Z,http://a0.twimg.com/profile_images/2919070358/91fcf25cbae90a8d948fa788347379fe_normal.jpeg,filter_frank,
"^@^ Direct Streaming Link: LIVE Dallas Cowboys VS Washington Redskins Online Streaming HD TV.Ultimate Live Coverage,Soap Cast,Pod…",2bb1c58fb7817608112bf1ba58fc3608,2012-12-24T10:19:41Z,http://a0.twimg.com/profile_images/2928158950/bcfe9d448ff6444640b115de58aff1fa_normal.png,livefbstream,Almaty
RT @JoelMadden: Thanks @Redskins for making my Holiday weekend feel like a Win!!! #HTTR @Trey_Deuces @RGIII,2415d5a767da513a8aa7c2a70aef5a2d,2012-12-24T10:19:58Z,http://a0.twimg.com/profile_images/2529106898/o3e9s6k55fs6t5w0f8uj_normal.jpeg,LadySzogun,Greenland
"""@ESPNNFL: BREAKING: Cowboys at Redskins flexed to Sunday Night Football on NBC - 820pm ET"" @travisthrasher good luck my friend",74bd24a322baed59d5dbc69ebfdfa420,2012-12-24T10:20:44Z,http://a0.twimg.com/profile_images/2602398437/34npude5esqtdckvfcps_normal.jpeg,GfS_64,Eastern Time (US & Canada)
@cowboysbuzztap As it should be!!! #CowboysNation #cowboys #DallasCowboys,ced0ea65a0ce2020cb9b5e394edd7fc7,2012-12-24T10:22:01Z,http://a0.twimg.com/profile_images/1735781536/image_normal.jpg,spdgtkt87,Eastern Time (US & Canada)
"RT @TrapBasquiat: *reported as spam* RT @SuedeMoccasins: Dawg, CHILL! “@_CharlieMonroe: With that being said, fuck the redskins lol”",ac96b45f3da035bef0edbe2e1c5e3409,2012-12-24T10:22:37Z,http://a0.twimg.com/profile_images/2953462319/c1a9153e7883df4169f970a7c8a67efd_normal.jpeg,SuedeMoccasins,Central Time (US & Canada)
@cowboysbuzztap He should be used to it by now!!!😠😡😤 #CowboysNation #cowboys #DallasCowboys,fa8b788a6bceb99df692b3a31a5305da,2012-12-24T10:23:01Z,http://a0.twimg.com/profile_images/1735781536/image_normal.jpg,spdgtkt87,Eastern Time (US & Canada)
@ESPN_Colin Cowboys Vs Redskins For NFC East,4d1ebfcd30d1293f7e507a371a4a942f,2012-12-24T10:23:53Z,http://a0.twimg.com/profile_images/1211418954/David_Mciver_normal.jpg,mciveriam,
RT @CowboysBeat: Dallas Cowboys: Players Who Must Step Up in Tell-All Game Against Redskins: Despite the 34-31 overtime ... http://t.co/ ...,0220a6bb2d711ceb942e00e3e6152d6c,2012-12-24T10:24:03Z,http://a0.twimg.com/profile_images/2913864345/15c806ce63baa32334a4de8bd8bf77b2_normal.jpeg,Lexygirl713,Eastern Time (US & Canada)
@JoeGiglioSports Yeah the Redskins.,dd2d091ce97dd69c614f539460dbd965,2012-12-24T10:24:06Z,http://a0.twimg.com/profile_images/2922283196/6f72fab1e507e8c9fea592d367aec24a_normal.jpeg,MongoGoesCrazy,Quito
LogoArt Washington Redskins 18... http://t.co/bJ3rDbnJ,63f1de39e673cdfc9555250f7dd1a61f,2012-12-24T10:25:45Z,http://a0.twimg.com/profile_images/1897283104/yush-4664_normal.jpg,Dorthyfv6,
Cowboys and Indians Sunday night. Go Redskins!!! http://t.co/p42QVeX1,d9295e6a8d1f86ae32eeeb34e17d0ca6,2012-12-24T10:26:08Z,http://a0.twimg.com/profile_images/2871222279/1023f2269d7088ab11b2edb5e2600b2c_normal.jpeg,fishtraper,
"@InSideOf_Quis If giants,cowboys,and redskins go 9-7 yah have the tie breaker because yah have the better common record.",815aa5b3dbab6f5a5fa9d1e4e98f612b,2012-12-24T10:27:11Z,http://a0.twimg.com/profile_images/2205179168/profile_normal.png,YungSuaveBoy,Eastern Time (US & Canada)
"Da #Redskins, Cowboys & Giants are all tired with 7 NFC wins  @dlb703 Da Vikings have 6& Da Seahawks got their 8th earlier tonight.",1b0a1dbf26474bbe418bbc8044800e19,2012-12-24T10:27:19Z,http://a0.twimg.com/profile_images/2555867959/l3hpyhmmbs4m36djrsbp_normal.png,L_Burna18,Central Time (US & Canada)
Grid's Giants.. RG3 leads Redskins over Eagles 27-20 (The Associated Press) http://t.co/pnlwhjdD,ac77aebb362d28efd764be6e4bec2b34,2012-12-24T10:27:20Z,http://a0.twimg.com/profile_images/2224600689/Montecrsto_normal.jpg,gridballers,Atlantic Time (Canada)
Grid's 'Boys.. RG3 leads Redskins over Eagles 27-20 (The Associated Press) http://t.co/FBNXQ3A3,de77c2837c1c47aa0c8be37a2447db79,2012-12-24T10:27:20Z,http://a0.twimg.com/profile_images/2224600689/Montecrsto_normal.jpg,gridballers,Atlantic Time (Canada)
"NFL playoff picture: NFL playoff picture: Redskins in control with win, Cowboys loss NFL playoff picture: Redskins…",953a63ead6bbf55d43539c01ec36eb69,2012-12-24T10:28:23Z,http://a0.twimg.com/sticky/default_profile_images/default_profile_4_normal.png,goglider,Hawaii
Healthy Robert Griffin III leads Redskins one step closer to playoff berth in ... - National Post http://t.co/3t9GQiSi,c2c7471d04266524eae3873c8430443c,2012-12-24T10:28:36Z,http://a0.twimg.com/profile_images/1101911640/ballet_normal.jpg,fastweightlos2,
@cdow95  @RGIII in prime time!!! “@redskinsbuzztap: CSNWashington >> Cowboys-Skins game goes to Sunday night football http://t.co/TsFqoGxw”,b7d51de6b4aa636eaae2ef3a175e1eaa,2012-12-24T10:29:22Z,http://a0.twimg.com/profile_images/2311011029/image_normal.jpg,mcghee1911,Eastern Time (US & Canada)
Legend in the making #redskins http://t.co/iNwSNkz7,7eb5265f188dbce54b86e7e819664f35,2012-12-24T10:30:50Z,http://a0.twimg.com/profile_images/2211465958/suarez1_4f9670184eb20693974566_normal.jpg,mainstandred,Amsterdam
"For the record, even though I don’t want them there I have zero problem w/someone FROM Dallas at game next Sunday. ZERO. #HTTR #Redskins",ff43485a0274f3c627366932ea65c4f9,2012-12-24T10:30:51Z,http://a0.twimg.com/profile_images/2450196678/7A9F37DE-50CD-4E3F-AE58-960AE9A90D4C_normal,JTWinner,Eastern Time (US & Canada)
RT @thadonwon: Cowboys-Redskins moved to Sunday night http://t.co/pau4Q7ba,3c78e6415d75617fa06a30b37a960864,2012-12-24T10:31:01Z,http://a0.twimg.com/profile_images/2828616307/50d2204a88319394bd804805d78c077e_normal.jpeg,andersonstevem,Central Time (US & Canada)
GameDay: Washington Redskins vs. Philadelphia Eagles highlights - NFL Videos http://t.co/SbqmbTLW,8bdb9a6b78d2b04fed658afde628db14,2012-12-24T10:32:07Z,http://a0.twimg.com/sticky/default_profile_images/default_profile_6_normal.png,Eaglesfan2233,
#TwitNewsNow New Orleans Saints survive defensive meltdown to beat Dallas Cowboys 34-31 http://t.co/G5Wbrl9Q #NFL,780b7abb7108263ac3e1fb10c6796d9c,2012-12-24T10:33:02Z,http://a0.twimg.com/profile_images/898066168/saints_normal.jpg,SaintsFanZone,Central Time (US & Canada)
#TwitNewsNow Dallas Cowboys: Giants' Loss Sparks Historic Matchup vs. Washington Redskins http://t.co/ibBsquMQ #NFL,84150bc718afb77f39b174c60681bdf7,2012-12-24T10:33:05Z,http://a0.twimg.com/profile_images/1173846793/mavs-twitter_normal.jpg,DallasMavsMag,Central Time (US & Canada)
#TwitNewsNow Redskins vs. Eagles: Washington’s defense stands tall to lock up win http://t.co/BQpw01ug #NFL,927a3f1a02240f88b6e0962ef076f364,2012-12-24T10:35:17Z,http://a0.twimg.com/profile_images/1100580301/redskins_normal.jpg,RedskinsFanZone,Central Time (US & Canada)
"goooood morning #dmv!! if you're not sleepin' in, get up with #myfoxdc starting at 5:45 talking what else, #redskins and the plaoff picture!",bf363399ab4af1866e75e85058522fae,2012-12-24T10:35:40Z,http://a0.twimg.com/profile_images/346667828/DaveRoss_normal.jpg,FOX5Ross,Quito
Cowboys-Redskins off to prime time - ESPN - http://t.co/K5xpkksn,d49a2055d7455e30610ae0c0d1cb812c,2012-12-24T10:35:52Z,http://a0.twimg.com/profile_images/1667450017/istock_000004573138small_normal.jpg,WashingtonR56,
So nervous/scared/excited for next weeks Cowboys and Redskins game!,6983265ed156ab3337611bd657511360,2012-12-24T10:36:23Z,http://a0.twimg.com/profile_images/2924887467/ccadadb302a35ca2c589ccb0d488f122_normal.jpeg,fucktylerh,
"NFL ROY debate. RG3: huge arm, very fast, consistent, accurate, winner. He'll be gr8 if he doesn't get hurt. Has a gr8 O line/RB.",3bdcb21bdb3fa988e8ebf72f4fc58c4a,2012-12-24T10:36:35Z,http://a0.twimg.com/profile_images/2644939770/e852e5169f737d4987fc1fee51685d23_normal.jpeg,AlexGolden1,
Cowboys' offense can't catch breaks - ESPN http://t.co/TOeqCMCy #NFL #DallasCowboys,e84fbf34d892f55bbc77302b1425dbae,2012-12-24T10:37:30Z,http://a0.twimg.com/profile_images/2897818054/06fd0d2db0e7df9e6c076ba661f37e70_normal.jpeg,Cowboys_Plus,
TREY SONGZ IS A REDSKINS FAN!!!! RESPECT BRO!!!!!,57f6e786a8d37e9306c38d4edc929ed9,2012-12-24T10:37:41Z,http://a0.twimg.com/profile_images/2994052888/70cf851297eeadfaf65da0f08ba8388a_normal.jpeg,SteveAlvarezlll,Pacific Time (US & Canada)
redskins are gonna beat some cowboy ass next week. #realtalk,e0f8e2f3cbb537efc59119ae7e9fab0d,2012-12-24T10:37:41Z,http://a0.twimg.com/profile_images/3009481784/ecdc08fef422c58162b892134a856859_normal.jpeg,ButtsJordan,
"Robert Griffin III started it, rest of the Redskins are finishing http://t.co/stODhrJW #eagles #nfl",d79a4518e7450c4979f4fd4f7f6b5757,2012-12-24T10:37:59Z,http://a0.twimg.com/profile_images/2509248054/7w3no8zwkyrqt41iiw91_normal.png,TheEaglesTrap,Pacific Time (US & Canada)
"I would have more of a problem if a #Redskins fan brought this #Cowboys fan, but overall not a problem w/a fan from Dallas who came to game.",c2c459d43d5abc09b80c77d18bcfdb3a,2012-12-24T10:38:06Z,http://a0.twimg.com/profile_images/2450196678/7A9F37DE-50CD-4E3F-AE58-960AE9A90D4C_normal,JTWinner,Eastern Time (US & Canada)
RT @SCollinsEA Josh Morgan wanted to stay a Redskins and made sure it didn't fall apart at the negotiation table. #CCM,49762adc7c974137eb8e99ebc2f979b8,2012-12-24T10:38:45Z,http://a0.twimg.com/profile_images/2554468048/fvmh1ixeibupytudsvxu_normal.jpeg,TheLSFL,Eastern Time (US & Canada)
"Gosh, I hate the redskins and their fans ;p",b637747839327a96bafae9d6e8d94334,2012-12-24T10:39:22Z,http://a0.twimg.com/profile_images/3009453766/3e0767f149031b57681cb3c0b063c95e_normal.jpeg,Cates_x3,
(NFL) WAS @ PHI - Washington Redskins Win!,cd06889c406c6a0ce15a692e7cb5eeef,2012-12-24T10:39:49Z,http://a0.twimg.com/profile_images/1502870098/Partners_normal.jpg,GoldSports2232,Central Time (US & Canada)
<b>NFL</b> flexes Dallas Cowboys-Washington Redskins game http://t.co/KcO9TjIL,434a4d124dcba6e1f8f2592ae5ec98b2,2012-12-24T10:42:19Z,http://a0.twimg.com/profile_images/559223791/teamNFL_normal.jpg,TEAMNFL,Central Time (US & Canada)
I will be there!!!!! Ahhhhh! RT @ESPNNFL: BREAKING: Cowboys at Redskins flexed to Sunday Night Football on NBC - 820pm ET,79881e81de7da06088f1dc245825475e,2012-12-24T10:42:43Z,http://a0.twimg.com/profile_images/1752793871/KaityPants4598_normal.jpg,KaityPants4598,Eastern Time (US & Canada)
RT @rashardNAMUH: @MsElleVictoria #RGIII is w/out question the #ROY w/ a win for us next week (#REDSKINSnation | #redskins | #skins | #HTTR),f1819f6151aab90e3607408bcd78ff31,2012-12-24T10:44:23Z,http://a0.twimg.com/profile_images/2817525033/8a49c9094c0804464c94b49b4b96cb03_normal.jpeg,MsElleVictoria,
Philadelphia Eagles' last-gasp drive falls short in loss to Washington Redskins - The Express Times http://t.co/NtdDXszG,e4cbe4458fb754ae752835c5dbfd674e,2012-12-24T10:44:50Z,http://a0.twimg.com/profile_images/1480301054/phi_normal.png,EaglesDaily,Eastern Time (US & Canada)
Redskins dump #Eagles in what could be Reid' finale at the Linc. http://t.co/qEB0MK67,040c9a7ebc71e7eb874f105357a8e8df,2012-12-24T10:45:18Z,http://a0.twimg.com/profile_images/129539081/Heron_Phil_Color_normal.jpg,PhilHeron,Quito
"RT @FOX5Ross: goooood morning #dmv!! if you're not sleepin' in, get up with #myfoxdc starting at 5:45 talking what else, #redskins and t ...",f2c9d07d77bb2179c992dba19031064e,2012-12-24T10:47:05Z,http://a0.twimg.com/profile_images/1082238015/Sarah_pic_normal.jpg,SimmonsFox5,Eastern Time (US & Canada)
Dallas Cowboys: Giants' Loss Sparks Historic Matchup vs. Washington Redskins - Bleacher Report http://t.co/Rm7LMEFw,828c4e5ff0202d98c1e6ccd444133e16,2012-12-24T10:48:02Z,http://a0.twimg.com/profile_images/2148328216/Dallas-Cowboys-logo_normal.jpg,DallasCowboysup,Beijing
“@LifeAsBros: What does a Cowboys fan do after they win an NFL game? Turn off the xbox and go to bed.” @bsegar0229,db89418410615eb55ac7d45ecd36864a,2012-12-24T10:48:25Z,http://a0.twimg.com/profile_images/2807002258/f1abea5bdb85c9b655026a302982ccd4_normal.jpeg,mattMFNberinger,Eastern Time (US & Canada)
@Ryan_Riddle @pff_sam yeah I think the whole NFL is that way. I think @PFF_Neil termed it well on @PFF podcast when he said its a boys club,48ba02085bc4a71d174869b3aa5c8e3a,2012-12-24T10:49:02Z,http://a0.twimg.com/profile_images/2349713673/jibhke5rlmhnkqa52ehi_normal.jpeg,Ben24626,Auckland
#Cowboys vs #Redskins for the division crown don't get no better,ed9f8478d2020f5011670a4391382f18,2012-12-24T10:49:06Z,http://a0.twimg.com/profile_images/2949166850/0c65781094b8523d96fcfc1d1960336f_normal.jpeg,sochillVA,
"@rosesandcyanide ""@ESPNNFL: BREAKING: Cowboys at Redskins flexed to Sunday Night Football on NBC - 820pm ET""  I get to watch!",a7202c15b39fe2686100dfcff8e882a4,2012-12-24T10:49:24Z,http://a0.twimg.com/profile_images/1404509170/image_normal.jpg,CooperstownBaby,Quito
RT @PhilHeron: Redskins dump #Eagles in what could be Reid' finale at the Linc. http://t.co/qEB0MK67,9bf2b76279e22b77f98dadc33ace13cc,2012-12-24T10:49:29Z,http://a0.twimg.com/profile_images/416431248/DailyTimes_square_logo_normal.jpg,delcotimes,Eastern Time (US & Canada)
Farther and son. hail The Redskins http://t.co/6WfTVGmc,af4c90505cb873a827291bcbcc5e8646,2012-12-24T10:49:29Z,http://a0.twimg.com/profile_images/2231484975/001_normal.jpg,MutantMarine,
"Redskins vs. Cowboys ""flexed"" to the Sunday Night game next week. Winner take all. Going to be amazing. Stay tuned for watch party details.",ad3e9e3b3a97788dc3ab3c6aed3ca419,2012-12-24T10:50:04Z,http://a0.twimg.com/profile_images/2898738918/c3890247fd54547d73024cf30ee4aee4_normal.jpeg,BostonRedskins,Eastern Time (US & Canada)
Philadelphia Eagles' last-gasp drive falls short in loss to Washington Redskins http://t.co/KWsxiX4k,b3a96f89d1901af5d65552499cbcce55,2012-12-24T10:51:02Z,http://a0.twimg.com/profile_images/2331740807/redskins_normal.jpg,RedskinsFB,
